"PID", "Creator", "Object title", "Type", "Format", "Licence/Copyright", "when", "notBefore", "notAfter", "OCM", "Internal keywords", "Image number", "Image 1", "Image 2" 
"o:polos.2171","  "," WIND. FEISTRITZ. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1920"," "," 361; 632 ","  "," 2 "," polos_2171_v.jpg "," polos_2171_r.jpg " 
"o:polos.2172"," P. Pitschl, Slovenska Bistrica "," WINDISCH FEISTRITZ. Stiger Albert Platz. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1916"," "," 632 ","  "," 2 "," polos_2172_v.jpg "," polos_2172_r.jpg " 
"o:polos.2173"," Franz Knollmüller, Graz "," Wuchern a. Drau. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1911"," "," 496; 491 ","  "," 2 "," polos_2173_v.jpg "," polos_2173_r.jpg " 
"o:polos.2174"," J. Olzinger, Slovenska Bistrica "," Windisch-Feistritz. Bistrica. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1916"," "," 346; 632 ","  "," 2 "," polos_2174_v.jpg "," polos_2174_r.jpg " 
"o:polos.2175"," Tiskarna sv. Cirila, Maribor "," Fr. Ks. Meško roj. dne 28. vinotoka 1874 pri Sv. Tomažu ob Ormožu na Štajerskem, sedaj župnik pri Mariji na Zili na Koroškem. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1908"," "," 619; 186; 5310 ","  "," 2 "," polos_2175_v.jpg "," polos_2175_r.jpg " 
"o:polos.2176","  "," Pozdrav od sv. Tomaža pri Ormuž. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1908"," "," 366 ","  "," 2 "," polos_2176_v.jpg "," polos_2176_r.jpg " 
"o:polos.2177"," Alois Martinz, Ormož "," Stadt Friedau. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1913"," "," 632 ","  "," 2 "," polos_2177_v.jpg "," polos_2177_r.jpg " 
"o:polos.2178"," Amalie Churfürst, Pragersko; Albin Sussitz, Graz "," Pragerhof. Rosegger-Schule. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1917"," "," 346; 872 ","  "," 2 "," polos_2178_v.jpg "," polos_2178_r.jpg " 
"o:polos.2179"," Amalie Churfürst, Pragersko; Albin Sussitz, Graz "," Pragerhof. Bahnhofstrasse. Pragersko. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1918","1919"," 348 ","  "," 2 "," polos_2179_v.jpg "," polos_2179_r.jpg " 
"o:polos.218","  "," Grobelno. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1904"," "," 496; 498; 347; 472; 551; 265 ","  "," 2 "," polos_0218_v.jpg "," polos_0218_r.jpg " 
"o:polos.2180"," S. Frank, Graz "," Luttenberg. - Ljutomer. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1919"," "," 361 ","  "," 2 "," polos_2180_v.jpg "," polos_2180_r.jpg " 
"o:polos.2181"," Ludwig Biersack, München "," Noršinci pri Ljutomeru na spodjem Štajerskem. Gostilna M. Vaupotič. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1915"," "," 265 ","  "," 2 "," polos_2181_v.jpg "," polos_2181_r.jpg " 
"o:polos.2182","  "," Pozdrav iz Sv. Duha Loče. Gruss aus Hlg. Geist. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1898","1905"," 265 ","  "," 2 "," polos_2182_v.jpg "," polos_2182_r.jpg " 
"o:polos.2185","  "," Marija Nazaret. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1904"," "," 346; 341 ","  "," 2 "," polos_2185_v.jpg "," polos_2185_r.jpg " 
"o:polos.2186"," Husnik & Häusler, Praha "," POZDRAV.... FARNA CERKEV V BELIHVODAH. ROMARSKA CERKEV SV. KRIŽA PRI BELIHVODAH. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1906"," "," 346 ","  "," 2 "," polos_2186_v.jpg "," polos_2186_r.jpg " 
"o:polos.2187"," Savinjska podružnica Slovenskega planinskega društva "," Ojstriha (2350m.) "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1901"," "," 133; 528 ","  "," 2 "," polos_2187_v.jpg "," polos_2187_r.jpg " 
"o:polos.2188"," Franz Erben, Slovenska Bistrica "," Raster Hütte. Ruška koča. Sv. Areh na Pohorju. St. Heinrich am Bacher. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1909"," "," 133; 528 ","  "," 2 "," polos_2188_v.jpg "," polos_2188_r.jpg " 
"o:polos.2189"," Paul Strasser, Dobrna "," Bad Neuhaus bei Cilli. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1916","1918"," 529 ","  "," 2 "," polos_2189_v.jpg "," polos_2189_r.jpg " 
"o:polos.219","  "," Grobelno. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1914","1918"," 361 ","  "," 2 "," polos_0219_v.jpg "," polos_0219_r.jpg " 
"o:polos.2190"," Fritz Rasch, Celje "," Bad Neuhaus. Gesammtansicht. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1902"," "," 529 ","  "," 2 "," polos_2190_v.jpg "," polos_2190_r.jpg " 
"o:polos.2191","  "," Griže pri Celju. Marija Lourd. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1906"," "," 346 ","  "," 2 "," polos_2191_v.jpg "," polos_2191_r.jpg " 
"o:polos.2192","  "," PETTAU. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1909"," "," 632 ","  "," 2 "," polos_2192_v.jpg "," polos_2192_r.jpg " 
"o:polos.2193"," Anton Schlauer, Graz "," Grüsse aus Pettau. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1910"," "," 632 ","  "," 2 "," polos_2193_v.jpg "," polos_2193_r.jpg " 
"o:polos.2194"," Wilhelm Blanke, Ptuj "," Pettau. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1901","1905"," 632 ","  "," 2 "," polos_2194_v.jpg "," polos_2194_r.jpg " 
"o:polos.2195"," Wilhelm Blanke, Ptuj "," Pettau - Draubrücke. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1908"," "," 632; 472; 551; 348 ","  "," 2 "," polos_2195_v.jpg "," polos_2195_r.jpg " 
"o:polos.2196"," Franz Knollmüller, Graz "," PETTAU. Schloss. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1916"," "," 632; 341 ","  "," 2 "," polos_2196_v.jpg "," polos_2196_r.jpg " 
"o:polos.2197"," Heinrich Krapek, Maribor "," Marburg a. d. Drau. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1899"," "," 632 ","  "," 2 "," polos_2197_v.jpg "," polos_2197_r.jpg " 
"o:polos.2198","  "," MARIBOR - C. kr. učiteljišče. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1915"," "," 632; 874 ","  "," 2 "," polos_2198_v.jpg "," polos_2198_r.jpg " 
"o:polos.2199"," Heinrich Krapek, Maribor "," GRUSS aus MARBURG a/Drau. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1898"," "," 632; 186; 619 ","  "," 2 "," polos_2199_v.jpg "," polos_2199_r.jpg " 
"o:polos.22"," Weiss & Dreykurs, Wien "," Pozdrav od sv. Marijete pri Rimskih toplicah. Maria Lourd. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1902"," "," 361 ","  "," 2 "," polos_0022_v.jpg "," polos_0022_r.jpg " 
"o:polos.220"," Weiss & Dreykurs, Wien "," Gruss aus MONTPREIS. Totale von Montpreis. Hauptplatz. Villa Adamus. Forsthaus. Herrschaftliche Dampfsäge. Parthie aus der Umgebung. Kreuzberg …preis. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1897"," "," 361; 133; 341; 313; 346 ","  "," 2 "," polos_0220_v.jpg "," polos_0220_r.jpg " 
"o:polos.2200"," Marie Pristernik, Maribor "," Gruss aus Marburg.  "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1898"," "," 632; 491 ","  "," 2 "," polos_2200_v.jpg "," polos_2200_r.jpg " 
"o:polos.2201"," Rudolf Gaisser, Maribor "," MARBURG a./Drau. - Totale. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1912"," "," 632; 240 ","  "," 2 "," polos_2201_v.jpg "," polos_2201_r.jpg " 
"o:polos.2202"," Regel & Krug, Leipzig "," Gruss aus Marburg a. d. Drau. Franziskanerkirche. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1898"," "," 632; 346 ","  "," 2 "," polos_2202_v.jpg "," polos_2202_r.jpg " 
"o:polos.2203"," Andreas Platzer, Maribor "," Učilišče in vzgojišče šolskih sester. Pozdrav iz Maribora.  "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1903"," "," 632; 793 ","  "," 2 "," polos_2203_v.jpg "," polos_2203_r.jpg " 
"o:polos.2204"," Marie Pristernik, Maribor "," Gruss aus Marburg a. D. Deutsches Töchterheim. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1909"," "," 632; 874 ","  "," 2 "," polos_2204_v.jpg "," polos_2204_r.jpg " 
"o:polos.2205","  "," Sv. Peter niže Maribora. - St. Peter unter Marburg. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1908"," "," 632 ","  "," 2 "," polos_2205_v.jpg "," polos_2205_r.jpg " 
"o:polos.2206"," Tiskarna sv. Cirila, Maribor "," Pozdrav iz Dobrne. (Župnijska cerkev.). Kavarna. Milchmariandl. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1908"," "," 346; 265 ","  "," 2 "," polos_2206_v.jpg "," polos_2206_r.jpg " 
"o:polos.2207"," G.W. Gessmann, Graz "," Doberna bei Bad Neuhaus (Steiermark). "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1908"," "," 528 ","  "," 2 "," polos_2207_v.jpg "," polos_2207_r.jpg " 
"o:polos.2208"," R. Sciborski, Klagenfurt "," Gornji Grad - Oberburg. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1908","1916"," 346 ","  "," 2 "," polos_2208_v.jpg "," polos_2208_r.jpg " 
"o:polos.2209"," S. Frank, Graz "," Luttenberg. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1914","1918"," 361 ","  "," 2 "," polos_2209_v.jpg "," polos_2209_r.jpg " 
"o:polos.221","  "," Planina-Montpreis. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1911"," "," 793; 361; 346; 872 ","  "," 2 "," polos_0221_v.jpg "," polos_0221_r.jpg " 
"o:polos.2210","  "," Št. Pavel pri Preboldu - St. Paul bei Pragwald. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1917"," "," 361; 348 ","  "," 2 "," polos_2210_v.jpg "," polos_2210_r.jpg " 
"o:polos.2211"," Franz Erben, Slovenska Bistrica "," Marburg a. D. Reichsbrückenbau im September 1910. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1910"," "," 348; 491 ","  "," 2 "," polos_2211_v.jpg "," polos_2211_r.jpg " 
"o:polos.2212","  "," Wind. Feistritz. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1915"," "," 361 ","  "," 2 "," polos_2212_v.jpg "," polos_2212_r.jpg " 
"o:polos.2213"," Verlag des Vereines Südmark "," Rann an der Save. Den Brüdern im bedrohten Land warmfühlendes Herz, hilfreiche Hand! Deutsches Heim. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1909"," "," 619 ","  "," 2 "," polos_2213_v.jpg "," polos_2213_r.jpg " 
"o:polos.2214"," Matthieu, Zreče "," [Untitled] Panorama of a village in the hills in fall. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1910","1916"," 361 ","  "," 2 "," polos_2214_v.jpg "," polos_2214_r.jpg " 
"o:polos.2215"," M. Peklar, Sveti Duh "," Gruss aus Hl. Geist am Osterberg. (907 Meter Seehöhe). Pozdrav iz Sv. Duha na Ostrem vrhu. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1911"," "," 346 ","  "," 2 "," polos_2215_v.jpg "," polos_2215_r.jpg " 
"o:polos.2216"," Johann Leon, Klagenfurt "," Weingartenhaus in Ober-Fautsch "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1907"," "," 240 ","  "," 2 "," polos_2216_v.jpg "," polos_2216_r.jpg " 
"o:polos.2217"," Vincenc Cukljati, Trojane "," St. Paul. St. Magdalenä. St. Lorenc. Norb Zanier. Tergovina Pikl. Gostilna Vedenik. Görzhof. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1911"," "," 361 ","  "," 2 "," polos_2217_v.jpg "," polos_2217_r.jpg " 
"o:polos.2218"," Rudolf Kukowitsch, Lovrenc na Pohorju "," Sensen- und Sichelwerk. St. Lorenzen ob Marburg. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1915"," "," 348 ","  "," 2 "," polos_2218_v.jpg "," polos_2218_r.jpg " 
"o:polos.2219","  "," Cilli. Rann mit dem Kapuzinerkloster. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1916"," "," 632; 491 ","  "," 2 "," polos_2219_v.jpg "," polos_2219_r.jpg " 
"o:polos.222","  "," Montpreis. Planina. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1918"," "," 361; 788 ","  "," 2 "," polos_0222_v.jpg "," polos_0222_r.jpg " 
"o:polos.2220"," Hugo Detitschegg "," Gonobitz. Marktplatz. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1910"," "," 361 ","  "," 2 "," polos_2220_v.jpg "," polos_2220_r.jpg " 
"o:polos.2221"," Rosa Pitschl, Slovenska Bistrica "," Windisch Feistritz. Schulgasse. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1916"," "," 361 ","  "," 2 "," polos_2221_v.jpg "," polos_2221_r.jpg " 
"o:polos.2222","  "," Gruss aus Windisch=Feistritz. Schulgasse. Hauptplatz. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  "," ","1905"," 361 ","  "," 2 "," polos_2222_v.jpg "," polos_2222_r.jpg " 
"o:polos.2223"," Rosa Pitschl, Slovenska Bistrica "," Pozdrav iz Slov. Bistrici. Glavni trg. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  "," ","1905"," 361 ","  "," 2 "," polos_2223_v.jpg "," polos_2223_r.jpg " 
"o:polos.2224"," Purger & Co, München "," Cilli. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  "," ","1905"," 632 ","  "," 2 "," polos_2224_v.jpg "," polos_2224_r.jpg " 
"o:polos.2225"," Georg Adler, Celje "," CILLI. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1913"," "," 632; 496 ","  "," 2 "," polos_2225_v.jpg "," polos_2225_r.jpg " 
"o:polos.2226"," Theodor Kaltenbrunner, Maribor "," Gruß aus Marburg a. Drau. Franziskanerkirche. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1897"," "," 346 ","  "," 2 "," polos_2226_v.jpg "," polos_2226_r.jpg " 
"o:polos.2227"," Anton Pleterski "," Kozje - Drachenburg. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1908","1916"," 346 ","  "," 2 "," polos_2227_v.jpg "," polos_2227_r.jpg " 
"o:polos.2228","  "," Gruß aus St. Egidi W. B. Pozdrav od Sv. Ilja v Slov. gor. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1912"," "," 346 ","  "," 2 "," polos_2228_v.jpg "," polos_2228_r.jpg " 
"o:polos.2229"," S. Frank, Graz "," Luttenberg - Ljutomer. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  "," "," "," 346 ","  "," 2 "," polos_2229_v.jpg "," polos_2229_r.jpg " 
"o:polos.223","  "," Kolodvor - Bahnhof. Ponikva - Ponigl. Grad - Schloss. Vila Rosenau - Villa Rosenau. Slom. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1900"," "," 361; 496; 498; 341 ","  "," 2 "," polos_0223_v.jpg "," polos_0223_r.jpg " 
"o:polos.2230","  "," Gonobitz (Totale, Ausblick vom Hasenbichel Weingarten). TOTALE von GONOBITZ. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1905"," "," 346 ","  "," 2 "," polos_2230_v.jpg "," polos_2230_r.jpg " 
"o:polos.2231"," Senefelder, Graz "," BAHNHOF STEINBRÜCK mit dem Orte Mailand, benannt nach den Italienern, welche die Bahn erbauten. Das SAVETHAL von STEINBRÜCK aus gesehen, mit dem Triglav. Triglav. Aufstieg auf den Kumberg. Klausenstein. ERZHERZOG JOHANN-BRÜCKE. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1897"," "," 496; 491; 133 ","  "," 2 "," polos_2231_v.jpg "," polos_2231_r.jpg " 
"o:polos.2232"," M. Šumer, Poljčane "," Pöltschach. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1915"," "," 361; 369 ","  "," 2 "," polos_2232_v.jpg "," polos_2232_r.jpg " 
"o:polos.2233"," Viljem Pick, Celje "," Pozdrav iz TEHARJE. - Gruss aus TÜCHERN. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1918"," "," 361; 346; 265 ","  "," 2 "," polos_2233_v.jpg "," polos_2233_r.jpg " 
"o:polos.2234"," Andreas Elsbacher, Laško "," Römerbad (Steiermark). "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1908"," "," 528; 529 ","  "," 2 "," polos_2234_v.jpg "," polos_2234_r.jpg " 
"o:polos.2235"," Franz Kurnik, Sveta Trojica v Slovenskih Goricah "," Sv. Juri v Slov. gor. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1908","1916"," 361 ","  "," 2 "," polos_2235_v.jpg "," polos_2235_r.jpg " 
"o:polos.2236"," Wilhelm Blanke, Ptuj "," Schloss Trakostjan bei Pettau. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1903"," "," 341 ","  "," 2 "," polos_2236_v.jpg "," polos_2236_r.jpg " 
"o:polos.2237"," Karl Jelovšek, Rogatec "," Gruss aus Rohitsch. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1908"," "," 361 ","  "," 2 "," polos_2237_v.jpg "," polos_2237_r.jpg " 
"o:polos.2238"," Stengel & Co, Dresden "," St. Jurij. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1910"," ","  ","  "," 2 "," polos_2238_v.jpg "," polos_2238_r.jpg " 
"o:polos.2239","  "," Gruss aus St. Egidi W. B. Pozdrav od Št. Ilja v Slov. gor. Konrad Zelzer gostilna in mesarija. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1908","1916"," 361; 265 ","  "," 2 "," polos_2239_v.jpg "," polos_2239_r.jpg " 
"o:polos.224"," Franz Erben, Slovenska Bistrica "," Rifniške razvaline pri sv. Jurju ob J ž. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1912"," "," 341; 175 ","  "," 2 "," polos_0224_v.jpg "," polos_0224_r.jpg " 
"o:polos.2240"," Georg Adler, Celje "," Cilli. Deutsches Haus. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1915"," "," 341; 186 ","  "," 2 "," polos_2240_v.jpg "," polos_2240_r.jpg " 
"o:polos.2241"," Felix Schindler, Zidani Most "," Ein Ausflug nach Steinbrück.  "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1909"," "," 176; 5311 ","  "," 2 "," polos_2241_v.jpg "," polos_2241_r.jpg " 
"o:polos.2242"," Anton Schlauer, Graz "," K. u. k. Oberrealschule in Marbugr a. d. Drau. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1918"," "," 632; 874 ","  "," 2 "," polos_2242_v.jpg "," polos_2242_r.jpg " 
"o:polos.2243"," Franz Erben, Slovenska Bistrica "," Ruška koča. Raster Hütte. Sv. Areh na Pohorju. St. Heinrich am Bacher. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1916"," "," 528 ","  "," 2 "," polos_2243_v.jpg "," polos_2243_r.jpg " 
"o:polos.2245"," Weiss & Dreykurs, Wien "," Schloß Gairach. Gruß aus Gairach. Grajščina. Pozdrav iz Jurkloštra. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1900"," "," 361; 341 ","  "," 2 "," polos_2245_v.jpg "," polos_2245_r.jpg " 
"o:polos.2246"," Anton Schlauer, Graz "," Gruss aus Unter St. Kunigund bei Marburg. Pozdrav iz spodnje sv. Kungote. Schloss Langenthal. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1908"," "," 361; 341 ","  "," 2 "," polos_2246_v.jpg "," polos_2246_r.jpg " 
"o:polos.2247","  "," Pozdrav iz Ribnice in Janževiga Vŕha. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1904","1905"," 361 ","  "," 2 "," polos_2247_v.jpg "," polos_2247_r.jpg " 
"o:polos.2248"," Karl Schwidernoch, Wien "," Gruss aus Schleinitz bei Marburg Steiermark. J. Wregg's Weingartenhaus. Wregg's Gasthaus. Burg Schleinitz. Dammhirsch-Park. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1899"," "," 265; 136; 526 ","  "," 2 "," polos_2248_v.jpg "," polos_2248_r.jpg " 
"o:polos.2249"," Karl Sima, Poljčane "," Gruss aus Hölldorf. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1900"," "," 526; 528 ","  "," 2 "," polos_2249_v.jpg "," polos_2249_r.jpg " 
"o:polos.225","  "," Sv. Jurij ob južni železnici. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1904"," "," 361; 347; 472; 551; 137 ","  "," 2 "," polos_0225_v.jpg "," polos_0225_r.jpg " 
"o:polos.2250","  "," Pozdrav iz Vučjevasi, okraj Ljutomer. Šola. Kraj s kapelice. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1912"," "," 872 ","  "," 2 "," polos_2250_v.jpg "," polos_2250_r.jpg " 
"o:polos.2251","  "," Pozdrav iz Sv. Jurija Slov. gor. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1906"," "," 361; 265 ","  "," 2 "," polos_2251_v.jpg "," polos_2251_r.jpg " 
"o:polos.2252"," Franz Kurnik, Sveta Trojica v Slovenskih Goricah "," Pozdrav od Sv. Jurja v Slov. gor. Trgovina J. Baumann. Domacija drzavnega in dezelnega poslanca J. Roskar. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1905","1918"," 361; 265 ","  "," 2 "," polos_2252_v.jpg "," polos_2252_r.jpg " 
"o:polos.2253"," A. Unger "," Pozdrav iz Sv. Jurija v Slov. gor. Pogled od zahstrani. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1906"," "," 361 ","  "," 2 "," polos_2253_v.jpg "," polos_2253_r.jpg " 
"o:polos.2254"," Franc Senčar, Mala Nedelja "," Pozdrav od Male-Nedelje. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1904"," "," 361; 240 ","  "," 2 "," polos_2254_v.jpg "," polos_2254_r.jpg " 
"o:polos.2255","  "," Schloss Ebensfeld bei Pettau. Schlosshof. Schloss-Portal. Südfront. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1900"," "," 341 ","  "," 2 "," polos_2255_v.jpg "," polos_2255_r.jpg " 
"o:polos.2256"," Alois Menhardt, Svečina "," Witschein. Post Ober St. Kunigund b. Marburg. A. Menhardt's Gasthaus. Schloss Witschein. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1906"," "," 361; 265 ","  "," 2 "," polos_2256_v.jpg "," polos_2256_r.jpg " 
"o:polos.2257"," Anton Schlauer, Graz "," Gruss aus Unter st. Kunigund bei Marburg. Schloss Langenthal. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1904"," "," 361; 341 ","  "," 2 "," polos_2257_v.jpg "," polos_2257_r.jpg " 
"o:polos.2258"," F. Zajcna, Dobrič, A. Uratnik "," Pozdrav iz Oljske gore. Oljska gora. Veliki Altar. Cerkvena hiša. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1913"," "," 346; 793 ","  "," 2 "," polos_2258_v.jpg "," polos_2258_r.jpg " 
"o:polos.2259","  "," Gruss aus Heiligen Geist. Totale. Schloss Pogled. Schule. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1918"," "," 346; 872 ","  "," 2 "," polos_2259_v.jpg "," polos_2259_r.jpg " 
"o:polos.226"," Janko Artmann, Šentjur "," Št. Jur ob juž železnici. Trgovska hiša Janko Artmann. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1910"," "," 361; 347; 472; 551 ","  "," 2 "," polos_0226_v.jpg "," polos_0226_r.jpg " 
"o:polos.2260"," Alto Huber, Ljutomer "," Ljutomer, Glavni trg (južno-zahodna stran). "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1902"," "," 136 ","  "," 2 "," polos_2260_v.jpg "," polos_2260_r.jpg " 
"o:polos.2261"," E. Sicherl, Spodnja Polskava "," Unter Pulsgau. Spodnja Polsgava. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1910"," "," 265 ","  "," 2 "," polos_2261_v.jpg "," polos_2261_r.jpg " 
"o:polos.2262","  "," Pozdrav z Ptuja. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1904"," "," 632 ","  "," 2 "," polos_2262_v.jpg "," polos_2262_r.jpg " 
"o:polos.2263"," J. Traun "," Marija Novaštifta pri Ptuju. Maria Neustift bei Pettau. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1909"," "," 361; 346 ","  "," 2 "," polos_2263_v.jpg "," polos_2263_r.jpg " 
"o:polos.2264","  "," Gruss aus Hlg. Dreifaltigkeit i. d. Kollos. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1915"," "," 361 ","  "," 2 "," polos_2264_v.jpg "," polos_2264_r.jpg " 
"o:polos.2265","  "," Pozdrav od Sv. Ane v Slov. gor. Gruß aus st. Anna i. W.-B. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1914"," "," 361 ","  "," 2 "," polos_2265_v.jpg "," polos_2265_r.jpg " 
"o:polos.2266"," A. Schretter "," Sv. Anton v Slov. gor. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1914","1916"," 361; 240 ","  "," 2 "," polos_2266_v.jpg "," polos_2266_r.jpg " 
